thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_4.keys,key_resp_3.rt,key_resp_3.duration,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,lsl_stream.started,lsl_stream.stopped,setup.started,setup.stopped,welcome.started,welcomeimg.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction.started,instructionimg.started,key_resp_2.started,instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,trigger,face.started,faceStim.started,key_resp_3.started,faceStim.stopped,key_resp_3.stopped,face.stopped,trials.key_resp_3.keys,break_2.started,break_2.stopped,trials.key_resp_4.keys,trials.key_resp_3.rt,trials.key_resp_3.duration,breakimg.started,breakimg.stopped,break2img.started,key_resp_4.started,trials.key_resp_4.rt,trials.key_resp_4.duration,end.started,finish.started,end.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
298,0,298,None,None,,,,,298,0,298,0,416.07526940000025,,,,,,,,,,,,,,,,,,,,416.05914999999914,416.07526940000025,416.6587665999996,416.6425701999997,1,416.6461786,416.6587665999996,416.6587665999996,417.15861609999956,417.15861609999956,417.14203869999983,None,417.1420863000003,417.14210619999903,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
299,0,299,down,None,0.43739629999981844,None,,,299,0,299,0,417.15861609999956,,,,,,,,,,,,,,,,,,,,417.1423912999999,417.15861609999956,418.05877789999977,418.0422679000003,2,418.04454449999866,418.05877789999977,418.05877789999977,418.55894759999865,418.55894759999865,418.54202540000006,down,418.54209660000015,418.54212799999914,None,0.43739629999981844,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
300,0,300,down,None,0.3574786999997741,0.10417700000107288,,,300,0,300,0,418.55894759999865,,,,,,,,,,,,,,,,,,,,418.5423955999995,418.55894759999865,419.07469949999904,419.0585238999993,2,419.0607067000001,419.07469949999904,419.07469949999904,,,419.5586786999993,down,419.5587919999998,419.558833699999,None,0.3574786999997741,0.10417700000107288,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
301,0,301,down,None,0.35495279999850027,None,,,301,0,301,0,419.5754794000004,,,,,,,,,,,,,,,,,,,,419.5590921999992,419.5754794000004,420.3586009999999,420.34161549999953,2,420.34418170000026,420.3586009999999,420.3586009999999,420.8586230000001,420.8586230000001,420.8417011999991,down,420.8417671999996,420.8417972999996,None,0.35495279999850027,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
302,0,302,up,None,0.41079269999863754,None,,,302,0,302,0,420.8586230000001,,,,,,,,,,,,,,,,,,,,420.8420076000002,420.8586230000001,421.7252761999989,421.7090343,1,421.711954299999,421.7252761999989,421.7252761999989,422.2253664,422.2253664,422.20890659999895,up,422.2090000999997,422.20902190000015,None,0.41079269999863754,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
303,0,303,up,None,0.35365579999961483,None,,,303,0,303,0,422.2253664,,,,,,,,,,,,,,,,,,,,422.20918039999924,422.2253664,423.15839609999966,423.1422349000004,1,423.14497029999984,423.15839609999966,423.15839609999966,423.6587277999988,423.6587277999988,423.64171799999895,up,423.6417647999988,423.6417834999993,None,0.35365579999961483,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
304,0,304,up,None,0.39059740000084275,None,,,304,0,304,0,423.6587277999988,,,,,,,,,,,,,,,,,,,,423.64194580000003,423.6587277999988,424.25802529999964,424.24242869999944,1,424.24589749999905,424.25802529999964,424.25802529999964,424.7586952999991,424.7586952999991,424.74228239999866,up,424.7423261999993,424.74234439999964,None,0.39059740000084275,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
305,0,305,up,None,0.3787791000013385,None,,,305,0,305,0,424.7586952999991,,,,,,,,,,,,,,,,,,,,424.7426601999996,424.7586952999991,425.5413467999988,425.52576620000036,1,425.528929099999,425.5413467999988,425.5413467999988,426.0421821,426.0421821,426.0254219999988,up,426.0254673999989,426.025499899999,None,0.3787791000013385,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
306,0,306,down,None,0.4279009000001679,None,,,306,0,306,0,426.0421821,,,,,,,,,,,,,,,,,,,,426.0256584999988,426.0421821,426.70843499999864,426.6924108000003,2,426.6955025999996,426.70843499999864,426.70843499999864,427.2081648000003,427.2081648000003,427.191700899999,down,427.1917577999993,427.19178569999895,None,0.4279009000001679,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
307,0,307,up,None,0.376164900000731,None,,,307,0,307,0,427.2081648000003,,,,,,,,,,,,,,,,,,,,427.1919641000004,427.2081648000003,428.0080120999992,427.99203429999943,1,427.99452349999956,428.0080120999992,428.0080120999992,428.50873820000015,428.50873820000015,428.4918371999993,up,428.49188460000005,428.49190479999925,None,0.376164900000731,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
308,0,308,None,None,,,,,308,0,308,0,428.50873820000015,,,,,,,,,,,,,,,,,,,,428.49204069999905,428.50873820000015,429.09200919999967,429.07556359999944,1,429.07755410000027,429.09200919999967,429.09200919999967,429.5921091,429.5921091,429.57576320000044,None,429.57581129999926,429.5758378999999,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
309,0,309,None,None,,,,,309,0,309,0,429.5921091,,,,,,,,,,,,,,,,,,,,429.57599889999983,429.5921091,430.1583016000004,430.1422421999996,2,430.1452728000004,430.1583016000004,430.1583016000004,430.65803309999865,430.65803309999865,430.64202569999907,None,430.6420767999989,430.64211499999874,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
310,0,310,down,None,0.3541048999995837,None,,,310,0,310,0,430.65803309999865,,,,,,,,,,,,,,,,,,,,430.64227839999876,430.65803309999865,431.54188780000004,431.52567329999874,2,431.52812379999887,431.54188780000004,431.54188780000004,432.04127940000035,432.04127940000035,432.0253138999997,down,432.02536729999883,432.02539629999956,None,0.3541048999995837,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
311,0,311,down,None,0.3449568000014551,0.11994629999935569,,,311,0,311,0,432.04127940000035,,,,,,,,,,,,,,,,,,,,432.02563910000026,432.04127940000035,432.97531629999867,432.95881799999916,2,432.96125409999877,432.97531629999867,432.97531629999867,,,433.4589409,down,433.4590107999993,433.4590344999997,None,0.3449568000014551,0.11994629999935569,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
312,0,312,up,None,0.4470877000003384,None,,,312,0,312,0,433.47502499999973,,,,,,,,,,,,,,,,,,,,433.45922690000043,433.47502499999973,434.3930404999992,434.3765956999996,1,434.3792476999988,434.3930404999992,434.3930404999992,,,434.89151010000023,up,434.89158229999884,434.8916169999993,None,0.4470877000003384,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
313,0,313,None,None,,,,,313,0,313,0,434.9079296,,,,,,,,,,,,,,,,,,,,434.89180730000044,434.9079296,435.4748775999997,435.45912959999987,2,435.4624266999999,435.4748775999997,435.4748775999997,435.97507079999923,435.97507079999923,435.9583989999992,None,435.9584455999993,435.9584740999999,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
314,0,314,up,None,0.3714569000003394,None,,,314,0,314,0,435.97507079999923,,,,,,,,,,,,,,,,,,,,435.95864489999985,435.97507079999923,436.9088843999998,436.89172469999903,2,436.8947982999998,436.9088843999998,436.9088843999998,,,437.3921455999989,up,437.3922322999988,437.3922660999997,None,0.3714569000003394,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
315,0,315,None,None,,,,,315,0,315,0,437.4080123999993,,,,,,,,,,,,,,,,,,,,437.39244940000026,437.4080123999993,438.0586063999999,438.042187699999,1,438.0443861999993,438.0586063999999,438.0586063999999,438.5588649000001,438.5588649000001,438.5422344999988,None,438.54229510000005,438.54231569999865,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
316,0,316,up,None,0.3902591999994911,None,,,316,0,316,0,438.5588649000001,,,,,,,,,,,,,,,,,,,,438.54250019999927,438.5588649000001,439.2579840999988,439.2415354999994,1,439.2436383000004,439.2579840999988,439.2579840999988,,,439.74200120000023,up,439.7420721999988,439.74211169999944,None,0.3902591999994911,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
317,0,317,down,None,0.4013395000001765,None,,,317,0,317,0,439.7587050000002,,,,,,,,,,,,,,,,,,,,439.74232610000035,439.7587050000002,440.3747091999994,440.3592456999995,2,440.3626755999994,440.3747091999994,440.3747091999994,440.8746281999993,440.8746281999993,440.8591693999988,down,440.85921309999867,440.8592315999995,None,0.4013395000001765,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
318,0,318,down,None,0.3507742000001599,None,,,318,0,318,0,440.8746281999993,,,,,,,,,,,,,,,,,,,,440.8593578,440.8746281999993,441.42544499999894,441.4091490999999,2,441.41165139999976,441.42544499999894,441.42544499999894,441.9251709,441.9251709,441.90879399999903,down,441.90884749999896,441.9088754000004,None,0.3507742000001599,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
319,0,319,up,None,0.40068040000005567,None,,,319,0,319,0,441.9251709,,,,,,,,,,,,,,,,,,,,441.9090445999991,441.9251709,442.57545129999926,442.559235499999,1,442.5614397999998,442.57545129999926,442.57545129999926,443.0746417999999,443.0746417999999,443.0584111999997,up,443.05847709999944,443.05850629999986,None,0.40068040000005567,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
320,0,320,down,None,0.43229080000128306,None,,,320,0,320,0,443.0746417999999,,,,,,,,,,,,,,,,,,,,443.0587144000001,443.0746417999999,443.5921495999992,443.575893199999,2,443.57820879999963,443.5921495999992,443.5921495999992,444.09207889999925,444.09207889999925,444.07573389999925,down,444.07578040000044,444.07579950000036,None,0.43229080000128306,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
321,0,321,None,None,,,,,321,0,321,0,444.09207889999925,,,,,,,,,,,,,,,,,,,,444.07594339999923,444.09207889999925,444.82545409999875,444.80916699999943,1,444.811610499999,444.82545409999875,444.82545409999875,445.32522269999936,445.32522269999936,445.3089206000004,None,445.30897339999865,445.3090023999994,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
322,0,322,None,None,,,,,322,0,322,0,445.32522269999936,,,,,,,,,,,,,,,,,,,,445.30916069999876,445.32522269999936,445.90795959999923,445.8923311999988,2,445.8953296999989,445.90795959999923,445.90795959999923,,,446.39249799999925,None,446.3925789999994,446.39261950000036,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
323,0,323,None,None,,,,,323,0,323,0,446.4085584000004,,,,,,,,,,,,,,,,,,,,446.3928182999989,446.4085584000004,447.0751928999998,447.0588489999991,2,447.0613713999992,447.0751928999998,447.0751928999998,,,447.559303,None,447.55935659999886,447.5593804,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
324,0,324,down,None,0.3487217999991117,0.09588520000033895,,,324,0,324,0,447.5752773000004,,,,,,,,,,,,,,,,,,,,447.55955149999863,447.5752773000004,448.49138649999986,448.47554370000034,1,448.47865379999894,448.49138649999986,448.49138649999986,448.99127119999866,448.99127119999866,448.97489680000035,down,448.9749536999989,448.97498319999977,None,0.3487217999991117,0.09588520000033895,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
325,0,325,up,None,0.3567966999999044,None,,,325,0,325,0,448.99127119999866,,,,,,,,,,,,,,,,,,,,448.97515529999873,448.99127119999866,449.6753141999998,449.65894219999973,1,449.6666370999992,449.6753141999998,449.6753141999998,450.17503679999936,450.17503679999936,450.1585826999999,up,450.1586475999993,450.15866769999957,None,0.3567966999999044,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
326,0,326,up,None,0.3799330000001646,None,,,326,0,326,0,450.17503679999936,,,,,,,,,,,,,,,,,,,,450.1588264000002,450.17503679999936,450.90812079999887,450.89156919999914,1,450.89372939999885,450.90812079999887,450.90812079999887,,,451.39227759999994,up,451.3923593999989,451.3923942000001,None,0.3799330000001646,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
327,0,327,down,None,0.43173860000024433,None,,,327,0,327,0,451.4083018000001,,,,,,,,,,,,,,,,,,,,451.39262099999905,451.4083018000001,452.4085421,452.39256600000044,2,452.3953714999989,452.4085421,452.4085421,452.90784709999934,452.90784709999934,452.8919569999998,down,452.8920177,452.89205129999937,None,0.43173860000024433,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
328,0,328,up,None,0.4060035999991669,None,,,328,0,328,0,452.90784709999934,,,,,,,,,,,,,,,,,,,,452.8922399000003,452.90784709999934,453.44205200000033,453.4257418999987,1,453.4285968999993,453.44205200000033,453.44205200000033,453.94215149999945,453.94215149999945,453.9257868000004,up,453.9258599999994,453.9258904999988,None,0.4060035999991669,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
329,0,329,down,None,0.3542047000009916,0.11229529999945953,,,329,0,329,0,453.94215149999945,,,,,,,,,,,,,,,,,,,,453.92609319999974,453.94215149999945,454.9418378999999,454.9255847000004,2,454.9286566999999,454.9418378999999,454.9418378999999,,,455.4258331000001,down,455.425905099999,455.4259278999998,None,0.3542047000009916,0.11229529999945953,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
330,0,330,None,None,,,,,330,0,330,0,455.4421462999999,,,,,,,,,,,,,,,,,,,,455.42612109999936,455.4421462999999,456.3412824999996,456.32526940000025,2,456.3277367999999,456.3412824999996,456.3412824999996,,,456.8255489999992,None,456.8256263000003,456.8256626000002,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
331,0,331,up,None,0.430955100000574,None,,,331,0,331,0,456.8414869999997,,,,,,,,,,,,,,,,,,,,456.8258840999988,456.8414869999997,457.8251187999995,457.8088023,1,457.81181449999895,457.8251187999995,457.8251187999995,458.32517089999965,458.32517089999965,458.30883319999884,up,458.3088928999987,458.30892329999915,None,0.430955100000574,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
332,0,332,None,None,,,,,332,0,332,0,458.32517089999965,,,,,,,,,,,,,,,,,,,,458.30911489999926,458.32517089999965,459.00845599999957,458.99171319999914,2,458.9939455999993,459.00845599999957,459.00845599999957,,,459.49231340000006,None,459.49238139999943,459.4924192999988,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
333,0,333,down,None,0.3585674999994808,None,,,333,0,333,0,459.5088340000002,,,,,,,,,,,,,,,,,,,,459.49267449999934,459.5088340000002,460.2416212999997,460.2248079000001,2,460.2272291999998,460.2416212999997,460.2416212999997,,,460.72530650000044,down,460.7253813999996,460.72541789999923,None,0.3585674999994808,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
334,0,334,down,None,0.3900545000014972,None,,,334,0,334,0,460.74186439999903,,,,,,,,,,,,,,,,,,,,460.7256379999999,460.74186439999903,461.442151199999,461.4256820999999,2,461.4279112000004,461.442151199999,461.442151199999,461.94126359999973,461.94126359999973,461.92485469999883,down,461.9249098,461.92493829999876,None,0.3900545000014972,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
335,0,335,up,None,0.44123360000048706,None,,,335,0,335,0,461.94126359999973,,,,,,,,,,,,,,,,,,,,461.9251088000001,461.94126359999973,462.7589028000002,462.7419246999998,1,462.7441130999996,462.7589028000002,462.7589028000002,463.2579537999991,463.2579537999991,463.24152159999903,up,463.24158349999925,463.24161169999934,None,0.44123360000048706,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
336,0,336,None,None,,,,,336,0,336,0,463.2579537999991,,,,,,,,,,,,,,,,,,,,463.24180629999864,463.2579537999991,464.008550999999,463.9922026999993,1,463.99437489999946,464.008550999999,464.008550999999,464.5088849999993,464.5088849999993,464.49178439999923,None,464.49184009999954,464.4918746000003,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
337,0,337,up,None,0.39495979999992414,None,,,337,0,337,0,464.5088849999993,,,,,,,,,,,,,,,,,,,,464.4920822999993,464.5088849999993,465.1251726999999,465.10886649999884,1,465.11147419999907,465.1251726999999,465.1251726999999,465.6255380999992,465.6255380999992,465.6087776000004,up,465.6088218999994,465.6088392999991,None,0.39495979999992414,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
338,0,338,down,None,0.37576740000076825,None,,,338,0,338,0,465.6255380999992,,,,,,,,,,,,,,,,,,,,465.60903809999945,465.6255380999992,466.22544839999864,466.2086129999989,2,466.2109495000004,466.22544839999864,466.22544839999864,,,466.70921739999903,down,466.7092744999991,466.7092957999994,None,0.37576740000076825,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
339,0,339,down,None,0.3711126999987755,None,,,339,0,339,0,466.72522089999984,,,,,,,,,,,,,,,,,,,,466.709455799999,466.72522089999984,467.52527530000043,467.5083056000003,2,467.51155689999905,467.52527530000043,467.52527530000043,,,468.0084963999998,down,468.0085816999999,468.00862009999946,None,0.3711126999987755,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
340,0,340,down,None,0.32325090000085765,0.12006119999932707,,,340,0,340,0,468.0250737999995,,,,,,,,,,,,,,,,,,,,468.00881879999906,468.0250737999995,468.70873329999995,468.6924316000004,2,468.69458010000017,468.70873329999995,468.70873329999995,469.20836959999906,469.20836959999906,469.1922378999989,down,469.19232609999926,469.1923592999992,None,0.32325090000085765,0.12006119999932707,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
341,0,341,None,None,,,,,341,0,341,0,469.20836959999906,,,,,,,,,,,,,,,,,,,,469.19249709999895,469.20836959999906,469.89216510000006,469.87568250000004,2,469.8783734999997,469.89216510000006,469.89216510000006,470.391959999999,470.391959999999,470.3753971999995,None,470.3754947999987,470.3755425999989,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
342,0,342,None,None,,,,,342,0,342,0,470.391959999999,,,,,,,,,,,,,,,,,,,,470.3756827999987,470.391959999999,470.94164119999914,470.9252782000003,1,470.9277631999994,470.94164119999914,470.94164119999914,,,471.42549580000014,None,471.42554910000035,471.42558180000015,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
343,0,343,up,None,0.4203741000001173,None,,,343,0,343,0,471.4420915999999,,,,,,,,,,,,,,,,,,,,471.42585229999895,471.4420915999999,472.09176579999985,472.0756172000001,1,472.0778042000002,472.09176579999985,472.09176579999985,472.59192970000004,472.59192970000004,472.5756438999997,up,472.57569779999903,472.5757154999992,None,0.4203741000001173,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
344,0,344,down,None,0.4302643999999418,None,,,344,0,344,0,472.59192970000004,,,,,,,,,,,,,,,,,,,,472.5758530000003,472.59192970000004,473.24175899999864,473.2253091999992,2,473.2274698000001,473.24175899999864,473.24175899999864,,,473.72589329999937,down,473.7259828999995,473.72601360000044,None,0.4302643999999418,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
345,0,345,None,None,,,,,345,0,345,0,473.7418637999999,,,,,,,,,,,,,,,,,,,,473.72623719999865,473.7418637999999,474.4752525999993,474.45873609999944,1,474.46089199999915,474.4752525999993,474.4752525999993,474.97479829999975,474.97479829999975,474.9583776999989,None,474.9584252000004,474.95845569999983,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
346,0,346,down,None,0.341171399999439,0.11994159999994736,,,346,0,346,0,474.97479829999975,,,,,,,,,,,,,,,,,,,,474.9586240999997,474.97479829999975,475.8748954999992,475.85811719999947,2,475.8602770999987,475.8748954999992,475.8748954999992,,,476.35844220000035,down,476.35850709999977,476.3585463999989,None,0.341171399999439,0.11994159999994736,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
347,0,347,down,None,0.3381382000006852,None,,,347,0,347,0,476.3746517999989,,,,,,,,,,,,,,,,,,,,476.3587940999987,476.3746517999989,476.9421130999999,476.9260326000003,2,476.92853359999935,476.9421130999999,476.9421130999999,477.4412833999995,477.4412833999995,477.42494590000024,down,477.4250042999993,477.4250357000001,None,0.3381382000006852,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
348,0,348,down,None,0.38162240000019665,None,,,348,0,348,0,477.4412833999995,,,,,,,,,,,,,,,,,,,,477.4252084,477.4412833999995,478.25845669999944,478.2423364999995,2,478.2444220999987,478.25845669999944,478.25845669999944,478.7583787000003,478.7583787000003,478.7423383999994,down,478.74240199999986,478.7424305000004,None,0.38162240000019665,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
349,0,349,down,None,0.3542606999999407,None,,,349,0,349,0,478.7583787000003,,,,,,,,,,,,,,,,,,,,478.7426469000002,478.7583787000003,479.54182989999936,479.5256365999994,2,479.528435799999,479.54182989999936,479.54182989999936,,,480.02696209999885,down,480.027025899999,480.0270479999999,None,0.3542606999999407,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
350,0,350,down,None,0.34181059999900754,None,,,350,0,350,0,480.0429256999996,,,,,,,,,,,,,,,,,,,,480.0272058999999,480.0429256999996,480.84217759999956,480.82517670000016,2,480.8283173,480.84217759999956,480.84217759999956,481.3418211999997,481.3418211999997,481.32548490000045,down,481.32553089999965,481.3255534,None,0.34181059999900754,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
351,0,351,down,None,0.35356229999888455,None,,,351,0,351,0,481.3418211999997,,,,,,,,,,,,,,,,,,,,481.32569440000043,481.3418211999997,481.9583987999995,481.9425148999999,2,481.9456336000003,481.9583987999995,481.9583987999995,482.458448899999,482.458448899999,482.4418243,down,482.4418807000002,482.44190829999934,None,0.35356229999888455,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
352,0,352,down,None,0.2985293999990972,0.11948640000082378,,,352,0,352,0,482.458448899999,,,,,,,,,,,,,,,,,,,,482.44207800000004,482.458448899999,483.3580693999993,483.34144240000023,2,483.3434712999988,483.3580693999993,483.3580693999993,,,483.8418127999994,down,483.8419113,483.8419448000004,None,0.2985293999990972,0.11948640000082378,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
